2.046083262235461886e-01,1.742502368068902380e-02,-6.309664510164306184e-03
-2.572767405498727414e-02,1.482822207902232403e-01,5.693744442801583483e-02
-1.040479928699598877e-02,1.695426732216481214e-01,-6.710101762272852044e-03
1.253834424384127899e-01,-2.936577915225354121e-02,-5.937449865881979510e-02
1.424541068674769206e-01,2.172964599254317494e-02,4.401244610084259490e-04
1.068483263143722994e-01,-1.959791029458318734e-02,-1.059640126311893610e-01
3.434809158560277187e-02,1.597850378192893217e-01,-6.710101762272852044e-03
1.253834424384127899e-01,-2.569911065644961412e-02,-6.276956865454150214e-02
-4.959598601169802612e-02,-1.759048908689562485e-01,-4.153499258643099379e-02
-1.867943451620423245e-01,6.710329010512745829e-02,-2.101054361245401070e-02
3.123709467993535452e-02,1.501885945703858027e-01,-7.919961560218763408e-02
1.571072916572040234e-01,1.466669818899327474e-02,-5.388675460381549265e-02
2.172834421167369190e-01,-2.115728834754730669e-02,5.871611061986371782e-02
-7.346429796840878157e-02,1.702680061230527619e-01,-4.153499258643099379e-02
1.052598757645620275e-01,-1.915591006108435454e-02,9.179835235246287806e-02
8.851498648444801332e-02,1.129879950422653656e-01,-8.124178995693895344e-02
1.413301063096531474e-01,-1.347688807680976451e-02,4.699679038332973957e-03
4.366234260214579832e-02,-1.475316916151685476e-01,-7.919961560218763408e-02
1.323949938186576858e-01,4.275253550085784254e-02,2.263123587571429229e-02
-4.915398445365152386e-02,1.701613429481460549e-01,-5.989916788615248788e-02
-2.743362565274184289e-03,-1.657840009167289019e-01,1.153568016836135912e-02
-1.222464350428197899e-01,-1.115846651963083719e-01,6.271679560023109279e-02
-1.475939011736627782e-01,-9.549839400047079041e-02,4.537878446911088048e-02
-4.449173760975588809e-04,-9.209821654892701159e-02,1.016747943827825268e-01
9.295143705242352172e-02,5.851075862394067295e-02,9.179835235246287806e-02
1.822287687624921382e-01,-3.406675513574437125e-02,9.512121006588117322e-03
2.104998930745078656e-01,1.535991213390685076e-02,7.447123430139478140e-02
-4.773127455400115460e-02,1.597511188025124151e-01,2.263123587571429229e-02
-2.743362565274184289e-03,1.693444467152920851e-01,-1.028521487391347022e-02
-2.819801131622194368e-01,1.652311268007462114e-02,5.313256997905131673e-02
-1.300501930873181611e-01,1.228543599138987169e-01,-7.919961560218763408e-02
1.906714568146747890e-01,-3.319293249305605570e-02,1.423657062391682493e-02
8.738299625506852630e-02,-1.143653358072257153e-01,3.400501017241257251e-02
1.329203306180169186e-01,7.442989839456307100e-02,-2.785203366803391811e-02
-1.777378935079377276e-01,1.951960111497584582e-02,4.537878446911088048e-02
-1.410859004326729671e-01,-6.900773196694572065e-02,9.179835235246287806e-02
1.386741127219776326e-01,-1.592373293802838707e-02,1.523449543615747193e-02
-2.572767405498727414e-02,-1.773862225994607411e-01,-5.071708023629174777e-02
-5.360474013648139358e-02,6.525690439064847637e-03,1.434650151716339028e-01
2.633899156465599814e-02,5.081200012247336084e-02,1.051316730710564612e-01
8.044388173789357444e-02,1.049168902957109267e-01,5.693744442801583483e-02
4.286188135680230049e-02,-1.180368971821289109e-01,-1.059640126311893610e-01
-1.777378935079377276e-01,1.951960111497584582e-02,4.537878446911088048e-02
5.548219806371945673e-02,-1.062671149207362331e-01,-1.082016571085919199e-01
-1.280707890467287224e-01,8.522006639072869649e-02,-1.067098945651727693e-01
7.756478134039683503e-02,8.577772215327741923e-02,-1.052181320217536187e-01
2.206367729662279953e-01,-1.445084387438330328e-02,4.124545398670871610e-02
1.220335130273426383e-01,-2.802364413656805234e-02,5.308455777504751671e-02
-1.506094511741074560e-01,7.209226778706684380e-02,6.849612557968352833e-02
-1.634944813823092924e-01,-1.348349492059620729e-02,-1.014321151579911096e-01
1.634630012050923842e-01,-4.089799849053600556e-02,-1.361720461131811499e-02
-1.508441186360073016e-01,-9.874862205919668345e-02,3.400501017241257251e-02
9.954521550063266666e-02,4.549268554940250758e-02,-1.067098945651727693e-01
7.474598494929725334e-02,-1.430519972148073804e-01,-1.386032798555410228e-02
1.729692268629810237e-01,-1.291448778450101503e-02,-4.944534492935714898e-02
1.964989791366144323e-01,-5.653391622907711321e-03,6.325850380881252455e-02
-1.940743452680061265e-01,-4.810728629449841087e-02,-5.989916788615248788e-02
2.537781001213664234e-01,1.356017901134058679e-02,9.179835235246287806e-02
7.756478134039683503e-02,8.577772215327741923e-02,-1.052181320217536187e-01
3.491594106703289901e-02,-1.290188066992498939e-01,-9.913786481129074901e-02
1.634630012050923842e-01,-4.089799849053600556e-02,-1.361720461131811499e-02
-2.647232279268955657e-01,9.856445698039461439e-03,4.751479243002081077e-02
4.875379259015864830e-02,1.089306724034560941e-01,9.179835235246287806e-02
-1.669389600792685335e-02,-1.663573161802202327e-02,1.184650149824128113e-01
-2.572767405498727414e-02,1.580559944814140527e-01,3.400501017241257251e-02
1.926023793373969270e-02,-1.629008950870729222e-01,1.153568016836135912e-02
-2.028467821121539838e-01,-1.236577669237929125e-02,-4.351027993285679074e-02
-1.274691794942423018e-01,-1.449198531486768637e-01,-4.765638435300482978e-02
-9.029007472573821746e-02,-1.533782238452924274e-01,-7.511525894539893000e-02
9.295143705242352172e-02,-6.102008961828049582e-02,9.179835235246287806e-02
-1.700032344663766348e-01,-4.140813213171944812e-02,5.693744442801583483e-02
2.029096627110690276e-01,-2.632142023994937796e-02,4.142530636776291242e-02
1.420180975630971898e-01,2.924373340852664052e-02,-6.497119470710752132e-02
-8.178033807041408532e-02,1.308177842329345808e-01,6.849612557968352833e-02
-2.572767405498727414e-02,2.763422255073632455e-02,1.434650151716339028e-01
-7.147527241353210381e-02,-1.656306712782528168e-01,-6.750721076668037002e-02
-1.890579017655463490e-01,-2.357595345705050180e-02,-7.511525894539893000e-02
6.416565709347313295e-02,1.517995624306149871e-01,-3.127276809944250224e-02
6.893899841445966237e-02,-9.592133796661685141e-02,-1.082016571085919199e-01
1.088563299882891189e-01,7.779057783453674491e-02,-8.736832361757433663e-02
-9.971999361624791364e-03,-1.736072668993360879e-01,-1.386032798555410228e-02
1.675576548954808842e-01,8.999112349316145537e-03,1.394989612223530850e-02
7.419855469477407151e-02,-1.011808942469312605e-01,-1.002849906469147623e-01
9.925277656748390798e-02,-1.262351161196410831e-01,-2.101054361245401070e-02
1.908358702680676144e-01,-9.680576828542791432e-03,4.679833929620726141e-02
8.795454387359802340e-02,8.666013581216437667e-02,6.849612557968352833e-02
-1.645650020033405103e-01,-1.254665497169914256e-03,8.014724956245460052e-02
-7.302229641036228625e-02,1.686800112176415345e-01,-5.071708023629174777e-02
8.775380602485645387e-02,-1.358937813199704026e-01,-4.765638435300482978e-02
-2.904192408302605499e-01,-1.236577669237929125e-02,3.846500589980024476e-02
-2.758476693698729276e-01,-1.236577669237929125e-02,6.557078257387237430e-02
-1.071903387459334084e-01,-4.910008775634491091e-02,1.016747943827825268e-01
1.161006606597798918e-03,-1.497204377661749408e-01,-9.052675522446068657e-02
-1.274691794942423018e-01,-1.449198531486768637e-01,-4.765638435300482978e-02
-9.238122820429368887e-02,-1.569386715651120145e-01,-6.750721076668037002e-02
1.070656580963449400e-01,-1.254665497169914256e-03,-1.098529018144221714e-01
-2.525587940376243234e-01,9.856445698039461439e-03,-2.800768185727331439e-03
